type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9
OD,od-ccec3,CCEC3,"Expresa ideas, opiniones, sentimientos y emociones por medio de producciones culturales y artísticas, integrando su propio cuerpo y desarrollando la autoestima, la creatividad y el sentido del lugar que ocupa en la sociedad, con una actitud empática, abierta y colaborativa.",kc-ccec,,,,,,,,
OD,od-ce1,CE1,"Analiza necesidades y oportunidades y afronta retos con sentido crítico, haciendo balance de su sostenibilidad, valorando el impacto que puedan suponer en el entorno, para presentar ideas y soluciones innovadoras, éticas y sostenibles, dirigidas a crear valor en el ámbito personal, social, educativo y profesional.",kc-ce,,,,,,,,
OD,od-stem3,STEM3,"Plantea y desarrolla proyectos diseñando, fabricando y evaluando diferentes prototipos o modelos para generar o utilizar productos que den solución a una necesidad o problema de forma creativa y en equipo, procurando la participación de todo el grupo, resolviendo pacíficamente los conflictos que puedan surgir, adaptándose ante la incertidumbre y valorando la importancia de la sostenibilidad.",kc-stem,,,,,,,,
OD,od-ccec4,CCEC4,"Conoce, selecciona y utiliza con creatividad diversos medios y soportes, así como técnicas plásticas, visuales, audiovisuales, sonoras o corporales, para la creación de productos artísticos y culturales, tanto de forma individual como colaborativa, identificando oportunidades de desarrollo personal, social y laboral, así como de emprendimiento.",kc-ccec,,,,,,,,
SC,sc-mus1-1,CEs 1,"Analizar obras de diferentes épocas y culturas, identificando sus principales rasgos estilísticos y estableciendo relaciones con su contexto, para valorar el patrimonio musical y dancístico como fuente de disfrute y enriquecimiento personal.",od-ccl2,od-ccl3,od-cp3,od-cd1,od-cd2,od-cpsaa3,od-cc1,,
SC,sc-mus1-2,CEs 2,"Explorar las posibilidades expresivas de diferentes técnicas musicales y dancísticas, a través de actividades de improvisación, para incorporarlas al repertorio personal de recursos y desarrollar el criterio de selección de las técnicas más adecuadas a la intención expresiva.",od-ccl1,od-cd2,od-cpsaa1,od-cpsaa3,od-cc1,od-ce3,od-ccec3,,
SC,sc-mus1-3,CEs 3,"Interpretar piezas musicales y dancísticas, gestionando adecuadamente las emociones y empleando diversas estrategias y técnicas vocales, corporales o instrumentales, para ampliar las posibilidades de expresión personal.",od-ccl1,od-cd2,od-cpsaa1,od-cpsaa3,od-cc1,od-ce1,,,
SC,sc-mus1-4,CEs 4,"Crear propuestas artístico-musicales, empleando la voz, el cuerpo, instrumentos musicales y herramientas tecnológicas, para potenciar la creatividad e identificar oportunidades de desarrollo personal, social, académico y profesional.",od-ccl1,od-stem3,od-cd2,od-cpsaa3,od-cc1,od-ce1,od-ce3,od-ccec3,od-ccec4
EC,ec-mus1-1.1,1.1,"Identificar los principales rasgos estilísticos de obras musicales y dancísticas de diferentes épocas y culturas, evidenciando una actitud de apertura, interés y respeto en la escucha o el visionado de las mismas.",,,,,,,,,
EC,ec-mus1-1.2,1.2,"Explicar, con actitud abierta y respetuosa, las funciones desempeñadas por determinadas producciones musicales y dancísticas, relacionándolas con las principales características de su contexto histórico, social y cultural.",,,,,,,,,
EC,ec-mus1-1.3,1.3,"Establecer conexiones entre manifestaciones musicales y dancísticas de diferentes épocas y culturas, valorando su influencia sobre la música y la danza actuales.",,,,,,,,,
EC,ec-mus1-2.1,2.1,"Participar, con iniciativa, confianza y creatividad, en la exploración de técnicas musicales y dancísticas básicas, por medio de improvisaciones pautadas, individuales o grupales, en las que se empleen la voz, el cuerpo, instrumentos musicales o herramientas tecnológicas.",,,,,,,,,
EC,ec-mus1-2.2,2.2,"Expresar ideas, sentimientos y emociones en actividades pautadas de improvisación, seleccionando las técnicas más adecuadas de entre las que conforman el repertorio personal de recursos.",,,,,,,,,
EC,ec-mus1-3.1,3.1,"Leer partituras sencillas, identificando de forma guiada los elementos básicos del lenguaje musical, con o sin apoyo de la audición.",,,,,,,,,
EC,ec-mus1-3.2,3.2,"Emplear técnicas básicas de interpretación vocal, corporal o instrumental, aplicando estrategias de memorización y valorando los ensayos como espacios de escucha y aprendizaje.",,,,,,,,,
EC,ec-mus1-3.3,3.3,"Interpretar con corrección piezas musicales y dancísticas sencillas, individuales y grupales, dentro y fuera del aula, gestionando de forma guiada la ansiedad y el miedo escénico, y manteniendo la concentración.",,,,,,,,,
EC,ec-mus1-4.1,4.1,"Planificar y desarrollar, con creatividad, propuestas artístico-musicales, tanto individuales como colaborativas, empleando medios musicales y dancísticos, así como herramientas analógicas y digitales.",,,,,,,,,
EC,ec-mus1-4.2,4.2,"Participar activamente en la planificación y en la ejecución de propuestas artísticomusicales colaborativas, valorando las aportaciones del resto de integrantes del grupo y descubriendo oportunidades de desarrollo personal, social, académico y profesional.",,,,,,,,,
SB,sb-mus1-a1,A.1,"El silencio, el sonido, el ruido y la escucha activa. Sensibilidad ante la polución sonora y la creación de ambientes saludables de escucha.",,,,,,,,,
SB,sb-mus1-a2,A.2,"Obras musicales y dancísticas: análisis, descripción y valoración de sus características básicas. Géneros de la música y la danza.",,,,,,,,,
SB,sb-mus1-a3,A.3,Voces e instrumentos: clasificación general de los instrumentos por familias y características. Agrupaciones.,,,,,,,,,
SB,sb-mus1-a4,A.4,"Compositores y compositoras, artistas e intérpretes internacionales, nacionales, regionales y locales.",,,,,,,,,
SB,sb-mus1-a5,A.5,"Conciertos, actuaciones musicales y otras manifestaciones artístico-musicales en vivo y registradas.",,,,,,,,,
SB,sb-mus1-a6,A.6,"Mitos, estereotipos y roles de género trasmitidos a través de la música y la danza.",,,,,,,,,
SB,sb-mus1-a7,A.7,Herramientas digitales para la recepción musical.,,,,,,,,,
SB,sb-mus1-a8,A.8,"Estrategias de búsqueda, selección y reelaboración de información fiable, pertinente y de calidad.",,,,,,,,,
SB,sb-mus1-a9,A.9,Normas de comportamiento básicas en la recepción musical: respeto y valoración.,,,,,,,,,
SB,sb-mus1-b1,B.1,"La partitura: identificación y aplicación de grafías, lectura y escritura musical.",,,,,,,,,
SB,sb-mus1-b2,B.2,"Elementos básicos del lenguaje musical: parámetros del sonido, intervalos. Tonalidad: escalas musicales, la armadura y acordes básicos. Texturas. Formas musicales a lo largo de los periodos históricos y en la actualidad.",,,,,,,,,
SB,sb-mus1-b3,B.3,Principales géneros musicales y escénicos del patrimonio cultural.,,,,,,,,,
SB,sb-mus1-b4,B.4,"Repertorio vocal, instrumental o corporal individual o grupal de distintos tipos de música del patrimonio musical propio y de otras culturas.",,,,,,,,,
SB,sb-mus1-b5,B.5,"Técnicas básicas para la interpretación: técnicas vocales, instrumentales y corporales, técnicas de estudio y de control de emociones.",,,,,,,,,
SB,sb-mus1-b6,B.6,Técnicas de improvisación guiada y libre.,,,,,,,,,
SB,sb-mus1-b7,B.7,"Proyectos musicales y audiovisuales: empleo de la voz, el cuerpo, los instrumentos musicales, los medios y las aplicaciones tecnológicas.",,,,,,,,,
SB,sb-mus1-b8,B.8,La propiedad intelectual y cultural: planteamientos éticos y responsables. Hábitos de consumo musical responsable.,,,,,,,,,
SB,sb-mus1-b9,B.9,Herramientas digitales para la creación musical. Secuenciadores y editores de partituras.,,,,,,,,,
SB,sb-mus1-b10,B.10,Normas de comportamiento y participación en actividades musicales.,,,,,,,,,
SB,sb-mus1-c1,C.1,"Historia de la música y de la danza occidental: periodos, características, géneros, voces, instrumentos y agrupaciones.",,,,,,,,,
SB,sb-mus1-c2,C.2,"Las músicas tradicionales en España y su diversidad cultural: instrumentos, canciones, danzas y bailes.",,,,,,,,,
SB,sb-mus1-c3,C.3,Tradiciones musicales y dancísticas de otras culturas del mundo.,,,,,,,,,
SB,sb-mus1-c4,C.4,"Músicas populares, urbanas y contemporáneas.",,,,,,,,,
SB,sb-mus1-c5,C.5,El sonido y la música en los medios audiovisuales y las tecnologías digitales.,,,,,,,,,
