type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8
OD,od-cpsaa5,CPSAA5,"Planifica a largo plazo evaluando los propósitos y los procesos de la construcción del conocimiento, relacionando los diferentes campos del mismo para desarrollar procesos autorregulados de aprendizaje que le permitan transmitir ese conocimiento, proponer ideas creativas y resolver problemas con autonomía.",kc-cpsaa,,,,,,,
OD,od-ccec3.2,CCEC3.2,"Descubre la autoexpresión, a través de la interactuación corporal y la experimentación con diferentes herramientas y lenguajes artísticos, enfrentándose a situaciones creativas con una actitud empática y colaborativa, y con autoestima, iniciativa e imaginación.",kc-ccec,,,,,,,
OD,od-ccec4.1,CCEC4.1,"Selecciona e integra con creatividad diversos medios y soportes, así como técnicas plásticas, visuales, audiovisuales, sonoras o corporales, para diseñar y producir proyectos artísticos y culturales sostenibles, analizando las oportunidades de desarrollo personal, social y laboral que ofrecen sirviéndose de la interpretación, la ejecución, la improvisación o la composición.",kc-ccec,,,,,,,
OD,od-ccec4.2,CCEC4.2,"Planifica, adapta y organiza sus conocimientos, destrezas y actitudes para responder con creatividad y eficacia a los desempeños derivados de una producción cultural o artística, individual o colectiva, utilizando diversos lenguajes, códigos, técnicas, herramientas y recursos plásticos, visuales, audiovisuales, musicales, corporales o escénicos, valorando tanto el proceso como el producto final y comprendiendo las oportunidades personales, sociales, inclusivas y económicas que ofrecen.",kc-ccec,,,,,,,
OD,od-stem1,STEM1,"Selecciona y utiliza métodos inductivos y deductivos propios del razonamiento matemático en situaciones propias de la modalidad elegida y emplea estrategias variadas para la resolución de problemas analizando críticamente las soluciones y reformulando el procedimiento, si fuera necesario.",kc-stem,,,,,,,
OD,od-cd2,CD2,"Crea, integra y reelabora contenidos digitales de forma individual o colectiva, aplicando medidas de seguridad y respetando, en todo momento, los derechos de autoría digital para ampliar sus recursos y generar nuevo conocimiento.",kc-cd,,,,,,,
OD,od-cc4,CC4,"Analiza las relaciones de interdependencia y ecodependencia entre nuestras formas de vida y el entorno, realizando un análisis crítico de la huella ecológica de las acciones humanas, y demostrando un compromiso ético y ecosocialmente responsable con actividades y hábitos que conduzcan al logro de los Objetivos de Desarrollo Sostenible y la lucha contra el cambio climático.",kc-cc,,,,,,,
OD,od-ce1,CE1,"Evalúa necesidades y oportunidades y afronta retos, con sentido crítico y ético, evaluando su sostenibilidad y comprobando, a partir de conocimientos técnicos específicos, el impacto que puedan suponer en el entorno, para presentar y ejecutar ideas y soluciones innovadoras dirigidas a distintos contextos, tanto locales como globales, en el ámbito personal, social y académico con proyección profesional emprendedora.",kc-ce,,,,,,,
OD,od-stem2,STEM2,"Utiliza el pensamiento científico para entender y explicar fenómenos relacionados con la modalidad elegida, confiando en el conocimiento como motor de desarrollo, planteándose hipótesis y contrastándolas o comprobándolas mediante la observación, la experimentación y la investigación, utilizando herramientas e instrumentos adecuados, apreciando la importancia de la precisión y la veracidad y mostrando una actitud crítica acerca del alcance y limitaciones de los métodos empleados.",kc-stem,,,,,,,
OD,od-stem3,STEM3,"Plantea y desarrolla proyectos diseñando y creando prototipos o modelos para generar o utilizar productos que den solución a una necesidad o problema de forma colaborativa, procurando la participación de todo el grupo, resolviendo pacíficamente los conflictos que puedan surgir, adaptándose ante la incertidumbre y evaluando el producto obtenido de acuerdo a los objetivos propuestos, la sostenibilidad y el impacto transformador en la sociedad.",kc-stem,,,,,,,
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,,
OD,od-cpsaa4,CPSAA4,"Compara, analiza, evalúa y sintetiza datos, información e ideas de los medios de comunicación, para obtener conclusiones lógicas de forma autónoma, valorando la fiabilidad de las fuentes.",kc-cpsaa,,,,,,,
OD,od-ce3,CE3,"Lleva a cabo el proceso de creación de ideas y soluciones innovadoras y toma decisiones, con sentido crítico y ético, aplicando conocimientos técnicos específicos y estrategias ágiles de planificación y gestión de proyectos, y reflexiona sobre el proceso realizado y el resultado obtenido, para elaborar un prototipo final de valor para el resto de las personas, considerando tanto la experiencia de éxito como de fracaso, una oportunidad para aprender.",kc-ce,,,,,,,
SC,sc-dar2-1,CEs 1,"Comprender el dibujo como forma de conocimiento, comunicación y expresión, comparando el uso que se hace de él en manifestaciones culturales y artísticas de diferentes épocas, lugares y ámbitos disciplinares, y valorando la diversidad de significados que origina, para apreciar la importancia de la diversidad cultural y la relevancia de la conservación y la promoción del patrimonio.",od-ccl1,od-cc1,od-cc3,od-ccec1,od-ccec2,,,
SC,sc-dar2-2,CEs 2,"Analizar con actitud crítica y reflexiva producciones plásticas de distintas épocas y estilos, reconociendo el lenguaje, las técnicas y procedimientos, la función significativa y la expresividad presentes en ellas, para desarrollar la conciencia visual y el criterio estético y ampliar las posibilidades de disfrute del arte.",od-ccl1,od-cc1,od-cc3,od-ccec1,od-ccec2,,,
SC,sc-dar2-3,CEs 3,"Analizar, interpretar y representar la realidad, utilizando los recursos elementales y la sintaxis del dibujo, para ofrecer una visión propia de esa realidad, potenciar la sensibilidad y favorecer el desarrollo personal y artístico.",od-cpsaa1.1,od-cpsaa1.2,od-cc1,od-cc2,od-ccec3.1,,,
SC,sc-dar2-4,CEs 4,"Experimentar con diferentes materiales, técnicas y soportes, incluido el propio cuerpo, analizando la importancia del mismo en las propuestas artísticas contemporáneas, para descubrir el gesto del dibujo y la apropiación del espacio como medios de",od-cpsaa5,od-cc1,od-cc3,od-ccec1,od-ccec3.1,od-ccec3.2,,
SC,sc-dar2-5,CEs 5,"Utilizar la práctica del dibujo como medio de expresión de ideas, opiniones, sentimientos y emociones, investigando los referentes culturales de las nuevas creaciones como parte inherente a las mismas, para ampliar el repertorio artístico y enriquecer las producciones propias.",od-cc1,od-cc3,od-ccec1,od-ccec2,od-ccec3.1,,,
SC,sc-dar2-6,CEs 6,"Realizar producciones gráficas expresivas y creativas, valorando la importancia de los elementos del lenguaje gráfico y su organización en la definición de un estilo personal, para progresar en la ejecución técnica y en las cualidades comunicativas y expresivas de las producciones propias.",od-cpsaa1.1,od-cpsaa5,od-ccec3.2,od-ccec4.1,od-ccec4.2,,,
SC,sc-dar2-7,CEs 7,"Experimentar con las técnicas propias del dibujo, identificando las herramientas, medios y soportes necesarios y analizando su posible impacto ambiental, para integrarlas de forma creativa y responsable en la realización de producciones gráficas.",od-stem1,od-cd2,od-cpsaa5,od-cc1,od-cc4,od-ce1,od-ccec4.1,od-ccec4.2
SC,sc-dar2-8,CEs 8,"Adaptar los conocimientos y destrezas adquiridos, desarrollando la retentiva y la memoria visual, para responder con creatividad y eficacia a nuevos desafíos de representación gráfica.",od-cpsaa1.1,od-cpsaa5,od-cc1,od-ccec4.1,od-ccec4.2,,,
SC,sc-dar2-9,CEs 9,"Crear proyectos gráficos colaborativos, contribuyendo de forma creativa a su planificación y realización y adaptando el diseño y el proceso a las características propias de un ámbito disciplinar, para descubrir posibilidades de desarrollo académico y profesional y apreciar el enriquecimiento que suponen las propuestas compartidas.",od-stem2,od-stem3,od-cpsaa3.1,od-cpsaa4,od-ce1,od-ce3,od-ccec4.1,od-ccec4.2
EC,ec-dar2-1.1,1.1,"Identificar la presencia del dibujo en diferentes manifestaciones culturales y artísticas, estableciendo con criterio propio relaciones entre ellas y valorándolo como herramienta de expresión.",,,,,,,,
EC,ec-dar2-1.2,1.2,Explicar las múltiples funciones del dibujo a través del análisis autónomo de su uso en producciones de distintos ámbitos disciplinares.,,,,,,,,
EC,ec-dar2-1.3,1.3,"Defender la importancia de la libertad de expresión para la pluralidad cultural y artística, a través de un discurso razonado y argumentado de forma activa, comprometida y respetuosa.",,,,,,,,
EC,ec-dar2-2.1,2.1,"Analizar el lenguaje, las técnicas y procedimientos, la función y la expresividad del dibujo en diferentes producciones plásticas, incluyendo las contemporáneas, utilizando la terminología específica más adecuada e identificando con actitud abierta las intencionalidades de sus mensajes.",,,,,,,,
EC,ec-dar2-2.2,2.2,Explicar de forma razonada la elección del dibujo como herramienta de expresión y transmisión de significados en distintas manifestaciones culturales y artísticas.,,,,,,,,
EC,ec-dar2-3.1,3.1,"Recrear gráficamente la realidad mediante bocetos o esbozos, partiendo tanto de la observación detallada como de la propia imaginación y utilizando una expresión personal y espontánea.",,,,,,,,
EC,ec-dar2-3.2,3.2,"Analizar, interpretar y representar la realidad a partir de obras gráficas que exploren las posibilidades expresivas de formas y texturas, empleando con corrección y destreza los recursos del dibujo.",,,,,,,,
EC,ec-dar2-4.1,4.1,"Usar el dibujo como medio de expresión, experimentando con diferentes materiales, técnicas y soportes, integrándolos en las producciones plásticas propias e incorporando las posibilidades que ofrece el cuerpo humano como recurso.",,,,,,,,
EC,ec-dar2-4.2,4.2,"Recrear gráficamente el espacio tridimensional, en producciones artísticas bidimensionales o tridimensionales, utilizando diversos materiales, técnicas y soportes y experimentando de forma abierta con los efectos perspectivos de profundidad.",,,,,,,,
EC,ec-dar2-4.3,4.3,"Analizar la importancia del cuerpo humano en las propuestas artísticas contemporáneas, estudiando los diferentes materiales, técnicas y soportes utilizados.",,,,,,,,
EC,ec-dar2-5.1,5.1,"Describir los referentes artísticos presentes en obras contemporáneas, explicando la influencia que ejercen y las relaciones que se establecen y reconociendo la importancia de la herencia cultural.",,,,,,,,
EC,ec-dar2-5.2,5.2,"Expresar ideas, opiniones, sentimientos y emociones propios en la práctica artística, tomando como punto de partida la exploración del entorno y de obras artísticas de interés personal.",,,,,,,,
EC,ec-dar2-6.1,6.1,"Representar gráficamente las formas, sus posibles combinaciones y los espacios negativos y positivos presentes en entornos urbanos o naturales, a partir de un estudio de los mismos intencionado y selectivo.",,,,,,,,
EC,ec-dar2-6.2,6.2,"Expresar a través del trazo y el gesto del dibujo una visión propia de la realidad o del mundo interior con un trazo y un gesto personales, usando los elementos del lenguaje gráfico, sus formas, signos, posibilidades expresivas y efectos visuales.",,,,,,,,
EC,ec-dar2-7.1,7.1,"Plantear soluciones alternativas en la representación de la realidad, con diferentes niveles de iconicidad, mostrando un pensamiento divergente, utilizando adecuadamente las herramientas, medios y soportes seleccionados, analizando su posible impacto ambiental y buscando activamente un resultado final ajustado a las intenciones expresivas propias.",,,,,,,,
EC,ec-dar2-7.2,7.2,"Seleccionar y utilizar con destreza y de manera creativa las herramientas, medios y soportes más adecuados a la intención personal, empleando los valores expresivos del claroscuro y del color en las interpretaciones gráficas propias de la realidad y en la representación del mundo interior.",,,,,,,,
EC,ec-dar2-7.3,7.3,"Emplear creativamente las tecnologías digitales en producciones gráficas, integrándolas en el proceso creativo y expresivo propio.",,,,,,,,
EC,ec-dar2-8.1,8.1,"Interpretar gráficamente la realidad observada, abstrayendo la información recibida y desarrollando la retentiva y la memoria visual.",,,,,,,,
EC,ec-dar2-8.2,8.2,"Lograr efectos perspectivos de profundidad en representaciones gráficas personales y creativas, atendiendo a las proporciones y los contrastes lumínicos y valorando la perspectiva como un método para recrear la tridimensionalidad.",,,,,,,,
EC,ec-dar2-9.1,9.1,"Planificar producciones gráficas de forma colaborativa, adaptando el diseño y el proceso al ámbito disciplinar elegido, y organizando y distribuyendo las tareas de manera adecuada.",,,,,,,,
EC,ec-dar2-9.2,9.2,"Realizar, con decisión y actitud positiva, proyectos gráficos compartidos, respetando las aportaciones de los y las demás, afrontando los retos que surjan y evaluando tanto la planificación como las modificaciones realizadas.",,,,,,,,
EC,ec-dar2-9.3,9.3,"Afrontar con creatividad los posibles retos que surgen en la ejecución de proyectos gráficos colaborativos, contribuyendo a la consecución y la mejora del resultado final y evaluando tanto la planificación como las modificaciones realizadas.",,,,,,,,
EC,ec-dar2-9.4,9.4,"Identificar posibilidades de desarrollo académico y profesional relacionadas con el dibujo artístico, comprendiendo las oportunidades que ofrece y el valor añadido de la creatividad en los estudios y en el trabajo, expresando la opinión propia de forma razonada y respetuosa.",,,,,,,,
SB,sb-dar2-a1,A.1,El dibujo en el arte de los siglos XIX y XX. Obras más representativas de diferentes artistas.,,,,,,,,
SB,sb-dar2-a2,A.2,De la representación objetiva a la subjetiva. De lo figurativo a la abstracción.,,,,,,,,
SB,sb-dar2-a3,A.3,La Bauhaus y el diseño.,,,,,,,,
SB,sb-dar2-a4,A.4,El dibujo como expresión artística contemporánea. Dibujar en el espacio.,,,,,,,,
SB,sb-dar2-b1,B.1,La retentiva y la memoria visual.,,,,,,,,
SB,sb-dar2-b2,B.2,Las formas y su transformación: la forma entendida como una estructura de elementos y relaciones. Espacios negativos y positivos de las formas.,,,,,,,,
SB,sb-dar2-b3,B.3,Textura visual y táctil.,,,,,,,,
SB,sb-dar2-b4,B.4,"Técnicas gráficos-plásticas, tradicionales, alternativas y digitales.",,,,,,,,
SB,sb-dar2-c1,C.1,"La línea, el dibujo y la tridimensionalidad.",,,,,,,,
SB,sb-dar2-c2,C.2,La perspectiva. La perspectiva cónica y el dibujo artístico.,,,,,,,,
SB,sb-dar2-c3,C.3,Encuadre y dibujo del natural. Relación con la fotografía.,,,,,,,,
SB,sb-dar2-c4,C.4,"Espacios interiores, exteriores, urbanos y naturales.",,,,,,,,
SB,sb-dar2-c5,C.5,Geometría y naturaleza.,,,,,,,,
SB,sb-dar2-d1,D.1,El sombreado y la mancha. Escalas y claves tonales.,,,,,,,,
SB,sb-dar2-d2,D.2,"Cualidades y relaciones del color. El contraste de color. Color local, tonal y ambiental. Usos del color en el dibujo.",,,,,,,,
SB,sb-dar2-d3,D.3,Dimensiones del color. Aplicaciones prácticas.,,,,,,,,
SB,sb-dar2-d4,D.4,Perspectiva atmosférica.,,,,,,,,
SB,sb-dar2-d5,D.5,El color asociado a la línea. Arte óptico y geométrico.,,,,,,,,
SB,sb-dar2-e1,E.1,Representación del ser humano a lo largo de la historia. Canon y proporción. Los estereotipos de belleza en diferentes épocas.,,,,,,,,
SB,sb-dar2-e2,E.2,Nociones básicas de anatomía artística.,,,,,,,,
SB,sb-dar2-e3,E.3,Apunte del natural. Estudio y representación del escorzo.,,,,,,,,
SB,sb-dar2-e4,E.4,El retrato. Facciones y expresiones.,,,,,,,,
SB,sb-dar2-e5,E.5,El cuerpo humano como soporte y como instrumento de expresión artística.,,,,,,,,
SB,sb-dar2-f1,F.1,La distribución de tareas en los proyectos gráficos colaborativos: criterios de selección a partir de las habilidades requeridas y de las necesidades del proyecto.,,,,,,,,
SB,sb-dar2-f2,F.2,Fases de los proyectos gráficos.,,,,,,,,
SB,sb-dar2-f3,F.3,"Estrategias de selección de técnicas, herramientas, medios y soportes del dibujo adecuados a distintas disciplinas.",,,,,,,,
SB,sb-dar2-f4,F.4,Estrategias de evaluación de las fases y los resultados de proyectos gráficos. El error como oportunidad de mejora y aprendizaje.,,,,,,,,
