type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9
OD,od-ccec3.2,CCEC3.2,"Descubre la autoexpresión, a través de la interactuación corporal y la experimentación con diferentes herramientas y lenguajes artísticos, enfrentándose a situaciones creativas con una actitud empática y colaborativa, y con autoestima, iniciativa e imaginación.",kc-ccec,,,,,,,,
OD,od-ccec4.1,CCEC4.1,"Selecciona e integra con creatividad diversos medios y soportes, así como técnicas plásticas, visuales, audiovisuales, sonoras o corporales, para diseñar y producir proyectos artísticos y culturales sostenibles, analizando las oportunidades de desarrollo personal, social y laboral que ofrecen sirviéndose de la interpretación, la ejecución, la improvisación o la composición.",kc-ccec,,,,,,,,
OD,od-ccl3,CCL3,"Localiza, selecciona y contrasta de manera autónoma información procedente de diferentes fuentes evaluando su fiabilidad y pertinencia en función de los objetivos de lectura y evitando los riesgos de manipulación y desinformación, y la integra y transforma en conocimiento para comunicarla de manera clara y rigurosa adoptando un punto de vista creativo y crítico a la par que respetuoso con la propiedad intelectual.",kc-ccl,,,,,,,,
OD,od-stem3,STEM3,"Plantea y desarrolla proyectos diseñando y creando prototipos o modelos para generar o utilizar productos que den solución a una necesidad o problema de forma colaborativa, procurando la participación de todo el grupo, resolviendo pacíficamente los conflictos que puedan surgir, adaptándose ante la incertidumbre y evaluando el producto obtenido de acuerdo a los objetivos propuestos, la sostenibilidad y el impacto transformador en la sociedad.",kc-stem,,,,,,,,
OD,od-cd3,CD3,"Selecciona, configura y utiliza dispositivos digitales, herramientas, aplicaciones y servicios en línea y los incorpora en su entorno personal de aprendizaje digital para comunicarse, trabajar colaborativamente y compartir información, gestionando de manera responsable sus acciones, presencia y visibilidad en la red y ejerciendo una ciudadanía digital activa, cívica y reflexiva.",kc-cd,,,,,,,,
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,,,
OD,od-cpsaa3.2,CPSAA3.2,"Distribuye en un grupo las tareas, recursos y responsabilidades de manera ecuánime, según sus objetivos, favoreciendo un enfoque sistémico para contribuir a la consecución de objetivos compartidos.",kc-cpsaa,,,,,,,,
OD,od-ce3,CE3,"Lleva a cabo el proceso de creación de ideas y soluciones innovadoras y toma decisiones, con sentido crítico y ético, aplicando conocimientos técnicos específicos y estrategias ágiles de planificación y gestión de proyectos, y reflexiona sobre el proceso realizado y el resultado obtenido, para elaborar un prototipo final de valor para el resto de las personas, considerando tanto la experiencia de éxito como de fracaso, una oportunidad para aprender.",kc-ce,,,,,,,,
OD,od-ccec4.2,CCEC4.2,"Planifica, adapta y organiza sus conocimientos, destrezas y actitudes para responder con creatividad y eficacia a los desempeños derivados de una producción cultural o artística, individual o colectiva, utilizando diversos lenguajes, códigos, técnicas, herramientas y recursos plásticos, visuales, audiovisuales, musicales, corporales o escénicos, valorando tanto el proceso como el producto final y comprendiendo las oportunidades personales, sociales, inclusivas y económicas que ofrecen.",kc-ccec,,,,,,,,
SC,sc-vol1-1,CEs 1,"Identificar los fundamentos compositivos del lenguaje tridimensional en obras de diferentes épocas y culturas, analizando sus aspectos formales y estructurales, así como los cánones de proporción y elementos compositivos empleados, para aplicarlos a producciones volumétricas propias equilibradas y creativas.",od-ccl1,od-cd1,od-cpsaa4,od-cc1,od-ccec1,od-ccec2,,,
SC,sc-vol1-2,CEs 2,"Explorar las posibilidades plásticas y expresivas del lenguaje tridimensional, partiendo del análisis de obras de diferentes artistas en las que se establezca una relación coherente entre la imagen y su contenido, para elaborar producciones tridimensionales con diferentes funciones comunicativas y respetuosas de la propiedad intelectual.",od-ccl1,od-cd1,od-cpsaa4,od-cc1,od-ccec1,od-ccec2,,,
SC,sc-vol1-3,CEs 3,"Realizar propuestas de composiciones tridimensionales, seleccionando las técnicas, las herramientas y los materiales de realización más adecuados, para resolver problemas de configuración espacial y apreciar las cualidades expresivas del lenguaje tridimensional.",od-cpsaa5,od-cc4,od-ccec3.1,od-ccec3.2,od-ccec4.1,,,,
SC,sc-vol1-4,CEs 4,"Elaborar proyectos individuales o colectivos, adecuando los materiales y procedimientos a la finalidad estética y funcional de los objetos que se pretenden crear y aportando soluciones diversas y creativas a los retos planteados durante la ejecución, para valorar la metodología proyectual como forma de desarrollar el pensamiento divergente en la resolución creativa de problemas.",od-ccl3,od-stem3,od-cd3,od-cpsaa3.1,od-cpsaa3.2,od-ce3,od-ccec3.1,od-ccec4.1,od-ccec4.2
EC,ec-vol1-1.1,1.1,"Analizar los elementos formales y estructurales de obras volumétricas de diferentes épocas y culturas, identificando las técnicas, los materiales y los elementos compositivos empleados, incorporando, cuando proceda, las perspectivas de género e intercultural.",,,,,,,,,
EC,ec-vol1-1.2,1.2,"Explicar los cánones de proporción y los elementos compositivos de piezas tridimensionales de diferentes periodos artísticos dentro de su contexto histórico, diferenciando los aspectos decorativos de los estructurales.",,,,,,,,,
EC,ec-vol1-1.3,1.3,"Describir formas, estructuras, técnicas, materiales, proporciones y elementos compositivos tridimensionales, aplicando la terminología específica de la materia.",,,,,,,,,
EC,ec-vol1-2.1,2.1,"Analizar los aspectos más notables de la configuración de obras tridimensionales, identificando las diferencias entre lo estructural y lo accesorio y describiendo la relación entre su función comunicativa y su nivel icónico.",,,,,,,,,
EC,ec-vol1-2.2,2.2,"Explicar las funciones comunicativas del lenguaje tridimensional en obras significativas de diferentes artistas, justificando de forma argumentada la relación establecida entre la imagen y el contenido.",,,,,,,,,
EC,ec-vol1-2.3,2.3,"Elaborar producciones volumétricas con una función comunicativa concreta, atendiendo a la relación entre imagen y contenido, así como entre forma, estructura y función comunicativa, con distintos niveles de iconicidad.",,,,,,,,,
EC,ec-vol1-3.1,3.1,"Resolver de forma creativa problemas de configuración espacial a través de composiciones tridimensionales, seleccionando las técnicas, las herramientas y los materiales de realización más adecuados en función de los requisitos formales, funcionales, estéticos y expresivos.",,,,,,,,,
EC,ec-vol1-3.2,3.2,"Explicar las cualidades expresivas del lenguaje tridimensional en las composiciones tridimensionales propuestas, justificando la selección de las técnicas, las herramientas y los materiales de realización más adecuados.",,,,,,,,,
EC,ec-vol1-4.1,4.1,"Planificar proyectos tridimensionales, organizando correctamente sus fases, distribuyendo de forma razonada las tareas, evaluando su viabilidad y sostenibilidad, y seleccionando las técnicas, las herramientas y los materiales más adecuados a las intenciones expresivas, funcionales y comunicativas.",,,,,,,,,
EC,ec-vol1-4.2,4.2,"Participar activamente en la realización de proyectos artísticos, asumiendo diferentes funciones, valorando y respetando las aportaciones y experiencias de otras personas e identificando las oportunidades de desarrollo personal, social, académico y profesional que ofrece.",,,,,,,,,
EC,ec-vol1-4.3,4.3,"Realizar proyectos individuales o colaborativos, adecuando materiales y procedimientos a la finalidad estética y funcional de los objetos que se pretenden crear, y aportando soluciones diversas y creativas a los retos planteados durante la ejecución.",,,,,,,,,
EC,ec-vol1-4.4,4.4,"Evaluar y presentar los resultados de proyectos tridimensionales, analizando la relación entre los objetivos planteados y el producto final obtenido, y explicando las posibles diferencias entre ellos.",,,,,,,,,
SB,sb-vol1-a1,A.1,"Materiales y herramientas de configuración tridimensional. Materiales sostenibles, naturales, efímeros e innovadores. Características técnicas, comunicativas, funcionales y expresivas. Terminología específica.",,,,,,,,,
SB,sb-vol1-a2,A.2,"Procedimientos de configuración: técnicas aditivas (modelado, escayola directa.), sustractivas (talla), constructivas (estructuras e instalaciones) y de reproducción (moldeado y vaciado, sacado de puntos, pantógrafo, impresoras 3D).",,,,,,,,,
SB,sb-vol1-b1,B.1,"Las formas tridimensionales y su lenguaje. Elementos estructurales de la forma: línea, plano, arista, vértice, superficie, volumen, texturas (visuales y táctiles), concavidades, convexidades, vacío, espacio, masa, escala, color.",,,,,,,,,
SB,sb-vol1-b2,B.2,"Composición espacial (campos de fuerza, equilibrio, dinamismo, etc.) y relación entre forma, escala y proporción.",,,,,,,,,
SB,sb-vol1-b3,B.3,Relación entre forma y estructura. La forma externa como proyección ordenada de fuerzas internas.,,,,,,,,,
SB,sb-vol1-b4,B.4,"Elemento de relación (dirección, posición, espacio y gravedad).",,,,,,,,,
SB,sb-vol1-b5,B.5,El movimiento en el volumen. Representación en la escultura. Elementos móviles en la obra tridimensional.,,,,,,,,,
SB,sb-vol1-b6,B.6,La luz como elemento generador y modelador de formas y espacios.,,,,,,,,,
SB,sb-vol1-b7,B.7,Cualidades emotivas y expresivas de los medios gráfico-plásticos en cuerpos volumétricos.,,,,,,,,,
SB,sb-vol1-c1,C.1,"Escultura y obras de arte tridimensionales en el patrimonio artístico y cultural. Contexto histórico y principales características técnicas, formales, estéticas y comunicativas.",,,,,,,,,
SB,sb-vol1-c2,C.2,La perspectiva de género y la perspectiva intercultural.,,,,,,,,,
SB,sb-vol1-c3,C.3,Arte objetual y conceptual. La instalación artística.,,,,,,,,,
SB,sb-vol1-c4,C.4,"Grados de iconicidad en las representaciones escultóricas. Hiperrealismo, realismo, abstracción, síntesis, estilización. Relieve y escultura exenta.",,,,,,,,,
SB,sb-vol1-c5,C.5,Las posibilidades plásticas y expresivas del lenguaje tridimensional y su uso creativo en la ideación y realización de obra original.,,,,,,,,,
SB,sb-vol1-c6,C.6,"El respeto de la propiedad intelectual. Tradición, inspiración, plagio, apropiación.",,,,,,,,,
SB,sb-vol1-c7,C.7,"Fuentes bibliográficas y digitales de acceso a obras volumétricas de diferentes épocas y culturas: sitios web, acceso digital a museos, bibliotecas o colecciones digitales, etc.",,,,,,,,,
SB,sb-vol1-d1,D.1,Principios y fundamentos del diseño tridimensional.,,,,,,,,,
SB,sb-vol1-d2,D.2,Tipología de formas volumétricas adaptadas al diseño de objetos elementales como medio de estudio y de análisis.,,,,,,,,,
SB,sb-vol1-d3,D.3,"Metodología proyectual aplicada al diseño de formas y estructuras tridimensionales. Generación y selección de propuestas. Planificación, gestión y evaluación de proyectos. Difusión de resultados.",,,,,,,,,
SB,sb-vol1-d4,D.4,"Proyectos de estructuras tridimensionales: modularidad, repetición, gradación y ritmo en el espacio.",,,,,,,,,
SB,sb-vol1-d5,D.5,"Proyectos de producciones artísticas volumétricas: secuenciación, fases y trabajo en equipo.",,,,,,,,,
SB,sb-vol1-d6,D.6,Estrategias de trabajo en equipo. Distribución de tareas y liderazgo compartido. Resolución de conflictos.,,,,,,,,,
SB,sb-vol1-d7,D.7,Piezas volumétricas sencillas en función del tipo de producto propuesto. Diseño sostenible e inclusivo. Sostenibilidad e impacto de los proyectos artísticos.,,,,,,,,,
SB,sb-vol1-d8,D.8,"Oportunidades de desarrollo personal, social, académico y profesional vinculadas con la materia.",,,,,,,,,
SB,sb-vol1-d9,D.9,La propiedad intelectual: la protección de la creatividad personal.,,,,,,,,,
BB,bb-vol1-a,A,Técnicas y materiales de configuración,,,,,,,,,
BB,bb-vol1-b,B,Elementos de configuración formal y espacial,,,,,,,,,
BB,bb-vol1-c,C,Análisis de la representación tridimensional,,,,,,,,,
BB,bb-vol1-d,D,El volumen en proyectos tridimensionales,,,,,,,,,
