type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8
SC,sc-cgen2-3,CEs 3,"Argumentar sobre la importancia de los estilos de vida sostenibles y saludables, basándose en fundamentos científicos, para adoptarlos y promoverlos en su entorno.",od-ccl1,od-ccl2,od-stem2,od-stem4,od-cd2,od-cpsaa2,od-cc4,od-ce1
SC,sc-cgen2-4,CEs 4,"Aplicar el pensamiento científico y los razonamientos lógicomatemáticos, mediante la búsqueda y selección de estrategias y herramientas apropiadas, para resolver problemas relacionados con las ciencias experimentales.",od-ccl3,od-cp1,od-stem1,od-stem2,od-cd1,od-cpsaa1.1,od-cc3,od-ce1
SC,sc-cgen2-5,CEs 5,"Analizar la contribución de la ciencia y de las personas que se dedican a ella, con perspectiva de género y entendiéndola como un proceso colectivo e interdisciplinar en",od-ccl1,od-ccl2,od-stem4,od-cd3,od-cpsaa4,od-cc1,od-ce1,
SC,sc-cgen2-6,CEs 6,"Utilizar recursos variados, con sentido crítico y ético, para buscar y seleccionar información contrastada y establecer colaboraciones.",od-ccl3,od-stem3,od-stem4,od-cd1,od-cd2,od-cd3,od-cpsaa4,od-cc3
EC,ec-cgen2-1.1,1.1,"Plantear y responder cuestiones acerca de procesos observados del entorno, siguiendo las pautas de las metodologías científicas.",,,,,,,,
EC,ec-cgen2-1.2,1.2,"Contrastar hipótesis, realizando experimentos en laboratorios o entornos virtuales, siguiendo las normas de seguridad correspondientes.",,,,,,,,
EC,ec-cgen2-1.3,1.3,"Comunicar los resultados de un experimento o trabajo científico, utilizando los recursos adecuados y de acuerdo a los principios éticos básicos.",,,,,,,,
EC,ec-cgen2-2.1,2.1,"Analizar y explicar fenómenos del entorno, representándolos mediante expresiones, tablas, gráficas, modelos, simulaciones, diagramas u otros formatos.",,,,,,,,
EC,ec-cgen2-2.2,2.2,"Explicar fenómenos que ocurren en el entorno, utilizando principios, leyes y teorías de las ciencias de la naturaleza.",,,,,,,,
EC,ec-cgen2-2.3,2.3,"Reconocer y analizar los fenómenos fisicoquímicos más relevantes, explicándolos a través de las principales leyes o teorías científicas.",,,,,,,,
EC,ec-cgen2-2.4,2.4,"Explicar, utilizando los fundamentos científicos adecuados, los elementos y procesos básicos de la biosfera y la geosfera.",,,,,,,,
EC,ec-cgen2-3.1,3.1,Adoptar y promover hábitos compatibles con un modelo de desarrollo sostenible y valorar su importancia utilizando fundamentos científicos.,,,,,,,,
EC,ec-cgen2-3.2,3.2,"Adoptar y promover hábitos saludables (dieta equilibrada, higiene, vacunación, uso adecuado de antibióticos, rechazo al consumo de drogas, legales e ilegales, ejercicio físico, higiene del sueño, posturas adecuadas…) y valorar su importancia, utilizando los fundamentos de la fisiología humana.",,,,,,,,
EC,ec-cgen2-4.1,4.1,"Resolver problemas relacionados con fenómenos y procesos físicos, químicos, biológicos y geológicos, utilizando el pensamiento científico y el razonamiento lógico-matemático y buscando estrategias alternativas de resolución cuando sea necesario.",,,,,,,,
EC,ec-cgen2-4.2,4.2,"Analizar críticamente la solución de un problema relacionado con fenómenos y procesos físicos, químicos, biológicos y geológicos, modificando las conclusiones o las estrategias utilizadas si la solución no es viable, o ante nuevos datos aportados.",,,,,,,,
EC,ec-cgen2-5.1,5.1,"Reconocer la ciencia como un área de conocimiento global, analizando la interrelación e interdependencia entre cada una de las disciplinas que la forman.",,,,,,,,
EC,ec-cgen2-5.2,5.2,"Reconocer la relevancia de la ciencia en el progreso de la sociedad, valorando el importante papel que juegan las personas en el desempeño de la investigación científica.",,,,,,,,
EC,ec-cgen2-6.1,6.1,"Buscar, contrastar y seleccionar información sobre fenómenos y procesos físicos, químicos, biológicos o geológicos en diferentes formatos, utilizando los recursos necesarios, tecnológicos o de otro tipo.",,,,,,,,
EC,ec-cgen2-6.2,6.2,"Establecer colaboraciones, utilizando los recursos necesarios en las diferentes etapas del proyecto científico, en la realización de actividades o en la resolución de problemas.",,,,,,,,
SB,sb-cgen2-a1,A.1,"Metodologías propias de la investigación científica para la identificación y formulación de cuestiones, la elaboración de hipótesis y la comprobación experimental de las mismas.",,,,,,,,
SB,sb-cgen2-a2,A.2,"Experimentos y proyectos de investigación: uso de instrumental adecuado, controles experimentales y razonamiento lógico-matemático. Métodos de análisis de los resultados obtenidos en la resolución de cuestiones y problemas científicos relacionados con el entorno con especial atención al Principado de Asturias.",,,,,,,,
SB,sb-cgen2-a3,A.3,Fuentes veraces y medios de colaboración: búsqueda de información científica en diferentes formatos y con herramientas adecuadas.,,,,,,,,
SB,sb-cgen2-a4,A.4,Información científica: interpretación y producción con un lenguaje adecuado. Desarrollo del criterio propio basado en la evidencia y el razonamiento.,,,,,,,,
SB,sb-cgen2-a5,A.5,"Contribución de las científicas y los científicos, especialmente las y los que tengan vinculación con el Principado de Asturias, a los principales hitos de la ciencia para el avance y la mejora de la sociedad.",,,,,,,,
SB,sb-cgen2-b1,B.1,"Sistemas materiales macroscópicos: uso del modelo cinético-molecular para analizar sus propiedades y sus estados de agregación, así como de los procesos físicos y químicos de cambio.",,,,,,,,
SB,sb-cgen2-b2,B.2,Clasificación de los sistemas materiales en función de su composición: aplicación a la descripción de los sistemas naturales y a la resolución de problemas relacionados.,,,,,,,,
SB,sb-cgen2-b3,B.3,La estructura interna de la materia y su relación con las regularidades que se producen en la tabla periódica. Reconocimiento de su importancia histórica y actual,,,,,,,,
SB,sb-cgen2-b4,B.4,Formación de los compuestos químicos: la nomenclatura como base de una alfabetización científica básica que permita establecer una comunicación eficiente con toda la comunidad científica.,,,,,,,,
SB,sb-cgen2-b5,B.5,"Transformaciones químicas de los sistemas materiales y leyes que los rigen: importancia en los procesos industriales, medioambientales y sociales del mundo actual prestando especial atención a los relacionados con el Principado de Asturias.",,,,,,,,
SB,sb-cgen2-b6,B.6,"Energía contenida en un sistema, sus propiedades, sus manifestaciones y sus transformaciones: teorema de conservación de la energía y procesos termodinámicos más relevantes. Resolución de problemas relacionados con el consumo energético y la necesidad de un desarrollo sostenible, centrándose en la problemática del Principado de Asturias.",,,,,,,,
SB,sb-cgen2-c1,C.1,"El origen del universo, del sistema solar y de la Tierra: relación con sus características.",,,,,,,,
SB,sb-cgen2-c2,C.2,Forma y movimientos de la Tierra y la Luna y sus efectos,,,,,,,,
SB,sb-cgen2-c3,C.3,El origen de la vida en la Tierra: hipótesis destacadas. La posibilidad de vida en otros planetas.,,,,,,,,
SB,sb-cgen2-c4,C.4,Concepto de ecosistema: relación entre componentes bióticos y abióticos,,,,,,,,
SB,sb-cgen2-c5,C.5,"La geosfera: estructura, dinámica, procesos geológicos internos y externos. La teoría de la tectónica de placas. Riesgos geológicos.",,,,,,,,
SB,sb-cgen2-c6,C.6,"Las capas fluidas de la Tierra: funciones, dinámica, interacción con la superficie terrestre y los seres vivos en la edafogénesis.",,,,,,,,
SB,sb-cgen2-c7,C.7,"Los seres vivos como componentes bióticos del ecosistema: clasificación, características y adaptaciones al medio.",,,,,,,,
SB,sb-cgen2-c8,C.8,"Dinámica de los ecosistemas: flujos de energía, ciclos de la materia, interdependencia y relaciones tróficas. Resolución de problemas relacionados.",,,,,,,,
SB,sb-cgen2-c9,C.9,"Principales problemas medioambientales (calentamiento global, agujero de la capa de ozono, destrucción de los espacios naturales, pérdida de la biodiversidad, contaminación del aire y el agua, desertificación…) y riesgos geológicos: causas y consecuencias.",,,,,,,,
SB,sb-cgen2-c10,C.10,El modelo de desarrollo sostenible. Recursos renovables y no renovables: importancia de su uso y explotación responsables. Las energías renovables. La prevención y la gestión de residuos. La economía circular. La situación del Principado de Asturias.,,,,,,,,
SB,sb-cgen2-c11,C.11,"La relación entre conservación medioambiental, la salud humana y desarrollo económico de la sociedad. Concepto one health (una sola salud).",,,,,,,,
SB,sb-cgen2-c12,C.12,"Las enfermedades infecciosas y no infecciosas: causas, prevención y tratamiento. La zoonosis y las pandemias. El mecanismo y la importancia de las vacunas y el uso adecuado de los antibióticos.",,,,,,,,
SB,sb-cgen2-d1,D.1,"Las principales biomoléculas (glúcidos, lípidos, proteínas y ácidos nucleicos): estructura básica y relación con sus funciones e importancia biológica.",,,,,,,,
SB,sb-cgen2-d2,D.2,Expresión de la información genética: procesos implicados. Características del código genético y relación con su función biológica.,,,,,,,,
SB,sb-cgen2-d3,D.3,"Técnicas de ingeniería genética: PCR, enzimas de restricción, clonación molecular y CRISPR- CAS9. Posibilidades de la manipulación dirigida del ADN.",,,,,,,,
SB,sb-cgen2-d4,D.4,"Aplicaciones y repercusiones de la biotecnología: agricultura, ganadería, medicina o recuperación medioambiental. Importancia biotecnológica de los microorganismos.",,,,,,,,
SB,sb-cgen2-d5,D.5,La transmisión genética de caracteres: resolución de problemas y análisis de la probabilidad de herencia de alelos o de la manifestación de fenotipos.,,,,,,,,
SB,sb-cgen2-e1,E.1,"Fuerzas fundamentales de la naturaleza: los procesos físicos más relevantes del entorno natural, como los fenómenos electromagnéticos, el movimiento de los planetas o los procesos nucleares.",,,,,,,,
SB,sb-cgen2-e2,E.2,"Leyes de la estática: estructuras en relación con la física, la biología, la geología o la ingeniería.",,,,,,,,
SB,sb-cgen2-e3,E.3,"Leyes de la mecánica relacionadas con el movimiento: comportamiento de un objeto móvil y sus aplicaciones, por ejemplo, en seguridad vial o en el desarrollo tecnológico.",,,,,,,,
BB,bb-cgen2-a,A,Construyendo ciencia,,,,,,,,
BB,bb-cgen2-b,B,Un universo de materia y energía,,,,,,,,
BB,bb-cgen2-c,C,El sistema Tierra,,,,,,,,
BB,bb-cgen2-d,D,Biología para el siglo XXI,,,,,,,,
BB,bb-cgen2-e,E,Las fuerzas que nos mueven.,,,,,,,,
