type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9
OD,od-cd3,CD3,"Selecciona, configura y utiliza dispositivos digitales, herramientas, aplicaciones y servicios en línea y los incorpora en su entorno personal de aprendizaje digital para comunicarse, trabajar colaborativamente y compartir información, gestionando de manera responsable sus acciones, presencia y visibilidad en la red y ejerciendo una ciudadanía digital activa, cívica y reflexiva.",kc-cd,,,,,,,,
OD,od-cpsaa5,CPSAA5,"Planifica a largo plazo evaluando los propósitos y los procesos de la construcción del conocimiento, relacionando los diferentes campos del mismo para desarrollar procesos autorregulados de aprendizaje que le permitan transmitir ese conocimiento, proponer ideas creativas y resolver problemas con autonomía.",kc-cpsaa,,,,,,,,
OD,od-ce3,CE3,"Lleva a cabo el proceso de creación de ideas y soluciones innovadoras y toma decisiones, con sentido crítico y ético, aplicando conocimientos técnicos específicos y estrategias ágiles de planificación y gestión de proyectos, y reflexiona sobre el proceso realizado y el resultado obtenido, para elaborar un prototipo final de valor para el resto de las personas, considerando tanto la experiencia de éxito como de fracaso, una oportunidad para aprender.",kc-ce,,,,,,,,
OD,od-ccl5,CCL5,"Pone sus prácticas comunicativas al servicio de la convivencia democrática, la resolución dialogada de los conflictos y la igualdad de derechos de todas las personas, evitando y rechazando los usos discriminatorios, así como los abusos de poder, para favorecer la utilización no solo eficaz sino también ética de los diferentes sistemas de comunicación.",kc-ccl,,,,,,,,
OD,od-cc2,CC2,"Reconoce, analiza y aplica en diversos contextos, de forma crítica y consecuente, los principios, ideales y valores relativos al proceso de integración europea, la Constitución Española, los derechos humanos, y la historia y el patrimonio cultural propios, a la vez que participa en todo tipo de actividades grupales con una actitud fundamentada en los principios y procedimientos democráticos, el compromiso ético con la igualdad, la cohesión social, el desarrollo sostenible y el logro de la ciudadanía mundial.",kc-cc,,,,,,,,
OD,od-ccec2,CCEC2,"Investiga las especificidades e intencionalidades de diversas manifestaciones artísticas y culturales del patrimonio, mediante una postura de recepción activa y deleite, diferenciando y analizando los distintos contextos, medios y soportes en que se materializan, así como los lenguajes y elementos técnicos y estéticos que las caracterizan.",kc-ccec,,,,,,,,
OD,od-cpsaa4,CPSAA4,"Compara, analiza, evalúa y sintetiza datos, información e ideas de los medios de comunicación, para obtener conclusiones lógicas de forma autónoma, valorando la fiabilidad de las fuentes.",kc-cpsaa,,,,,,,,
OD,od-cc4,CC4,"Analiza las relaciones de interdependencia y ecodependencia entre nuestras formas de vida y el entorno, realizando un análisis crítico de la huella ecológica de las acciones humanas, y demostrando un compromiso ético y ecosocialmente responsable con actividades y hábitos que conduzcan al logro de los Objetivos de Desarrollo Sostenible y la lucha contra el cambio climático.",kc-cc,,,,,,,,
OD,od-ce1,CE1,"Evalúa necesidades y oportunidades y afronta retos, con sentido crítico y ético, evaluando su sostenibilidad y comprobando, a partir de conocimientos técnicos específicos, el impacto que puedan suponer en el entorno, para presentar y ejecutar ideas y soluciones innovadoras dirigidas a distintos contextos, tanto locales como globales, en el ámbito personal, social y académico con proyección profesional emprendedora.",kc-ce,,,,,,,,
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,,,
OD,od-ccec3.1,CCEC3.1,"Expresa ideas, opiniones, sentimientos y emociones con creatividad y espíritu crítico, realizando con rigor sus propias producciones culturales y artísticas, para participar de forma activa en la promoción de los derechos humanos y los procesos de socialización y de construcción de la identidad personal que se derivan de la práctica artística.",kc-ccec,,,,,,,,
OD,od-ccec3.2,CCEC3.2,"Descubre la autoexpresión, a través de la interactuación corporal y la experimentación con diferentes herramientas y lenguajes artísticos, enfrentándose a situaciones creativas con una actitud empática y colaborativa, y con autoestima, iniciativa e imaginación.",kc-ccec,,,,,,,,
SC,sc-fil1-1,CEs 1,"Identificar problemas y formular preguntas acerca del fundamento, valor y sentido de la realidad y la existencia humana, a partir del análisis e interpretación de textos",od-ccl2,od-cpsaa1.2,od-cc1,od-cc3,od-ccec1,,,,
SC,sc-fil1-2,CEs 2,"Buscar, gestionar, interpretar, producir y transmitir correctamente información relativa a cuestiones filosóficas a partir del empleo contrastado y seguro de fuentes, el uso y análisis riguroso de las mismas, y el empleo de procedimientos elementales de investigación y comunicación, para desarrollar una actitud indagadora, autónoma, rigurosa y creativa en el ámbito de la reflexión filosófica.",od-ccl1,od-ccl2,od-ccl3,od-stem1,od-cd1,od-cd3,od-cpsaa5,od-cc3,od-ce3
SC,sc-fil1-3,CEs 3,"Usar y valorar adecuadamente argumentos y estructuras argumentales, a partir de su análisis tanto formal como informal, para producir y apreciar distintos",od-ccl1,od-ccl5,od-stem1,od-cc3,,,,,
SC,sc-fil1-4,CEs 4,"Practicar el ejercicio del diálogo filosófico de manera rigurosa, crítica, tolerante y empática, interiorizando las pautas éticas y formales que este requiere, mediante la participación en actividades grupales y a través del planteamiento dialógico de las cuestiones filosóficas, para promover el contraste e intercambio de ideas y el ejercicio de una ciudadanía activa y democrática.",od-ccl1,od-ccl5,od-stem1,,,,,,
SC,sc-fil1-5,CEs 5,"Reconocer el carácter plural de las concepciones, ideas y argumentos en torno a cada uno de los problemas fundamentales de la filosofía, mediante el análisis crítico de diversas tesis relevantes con respecto a los mismos, para generar una concepción compleja y no dogmática de dichas cuestiones e ideas y una actitud abierta, tolerante, y comprometida con la resolución racional y pacífica de los conflictos.",od-ccl5,od-cc1,od-cc2,od-cc3,,,,,
SC,sc-fil1-6,CEs 6,"Comprender las principales ideas y teorías filosóficas de los más importantes pensadores y pensadoras, mediante el examen crítico y dialéctico de las mismas y de los problemas fundamentales a los que estas responden, para generar un concepción rigurosa y personal de lo que significa la filosofía, de su riqueza e influencia cultural e histórica y de su aportación al patrimonio común.",od-ccl2,od-cc1,od-cc3,od-ccec2,,,,,
SC,sc-fil1-7,CEs 7,"Adquirir una perspectiva global, sistémica y transdisciplinar en el planteamiento de cuestiones fundamentales y de actualidad, analizando y categorizando sus múltiples aspectos, distinguiendo lo más substancial de lo accesorio e integrando información e ideas de distintos ámbitos disciplinares desde la perspectiva fundamental de la filosofía, para tratar problemas complejos de modo crítico, creativo y transformador.",od-ccl2,od-ccl3,od-cpsaa4,od-cc1,od-cc3,od-cc4,od-ccec1,,
SC,sc-fil1-8,CEs 8,"Analizar problemas éticos y políticos fundamentales y de actualidad, mediante la exposición crítica y dialéctica de distintas posiciones filosóficamente pertinentes en la interpretación y resolución de los mismos, para desarrollar el juicio propio y la autonomía moral.",od-ccl5,od-cpsaa1.2,od-cc1,od-cc2,od-cc3,od-cc4,od-ce1,,
SC,sc-fil1-9,CEs 9,"Desarrollar la sensibilidad y la comprensión crítica del arte y otras manifestaciones y actividades con valor estético mediante el ejercicio del pensamiento filosófico acerca de la belleza y la creación artística, para contribuir a la educación de los sentimientos y al desarrollo de una actitud reflexiva con respecto al lenguaje y sentido de las imágenes.",od-cpsaa3.1,od-cc2,od-cc3,od-ccec2,od-ccec3.1,od-ccec3.2,,,
EC,ec-fil1-1.1,1.1,"Reconocer la radicalidad y trascendencia de los problemas filosóficos mediante su reconocimiento, análisis y reformulación en textos y otros medios de expresión tanto filosóficos como literarios, históricos, científicos, artísticos o relativos a cualquier otro ámbito cultural.",,,,,,,,,
EC,ec-fil1-2.1,2.1,"Demostrar un conocimiento práctico de los procedimientos elementales de la investigación filosófica a través de tareas como la identificación de fuentes fiables, la búsqueda eficiente y segura de información y la correcta organización, análisis, interpretación, evaluación, producción y comunicación de esta, tanto digitalmente como por medios tradicionales.",,,,,,,,,
EC,ec-fil1-2.2,2.2,"Desarrollar una actitud indagadora, autónoma y activa en el ámbito de la reflexión filosófica mediante el diseño, la elaboración y la comunicación pública de productos originales tales como trabajos de investigación, disertaciones o comentarios de texto.",,,,,,,,,
EC,ec-fil1-3.1,3.1,"Producir y evaluar discursos argumentativos, orales y escritos, acerca de cuestiones y problemas filosóficos, demostrando un uso correcto de normas y pautas lógicas, retóricas y argumentativas.",,,,,,,,,
EC,ec-fil1-3.2,3.2,"Detectar y evitar modos dogmáticos, falaces y sesgados de sostener opiniones e hipótesis, explicando la naturaleza o mecanismo de dichos sesgos y falacias.",,,,,,,,,
EC,ec-fil1-3.3,3.3,"Reconocer la importancia de la cooperación, el compromiso con la verdad, el respeto a la pluralidad y el rechazo de toda actitud discriminatoria o arbitraria, aplicando dichos principios a la práctica argumentativa.",,,,,,,,,
EC,ec-fil1-4.1,4.1,"Promover el contraste e intercambio de ideas y la práctica de una ciudadanía activa y democrática a través de la participación en actividades grupales y el ejercicio del diálogo racional, respetuoso, abierto, constructivo y comprometido con la búsqueda de la verdad, acerca de cuestiones y problemas filosóficamente relevantes.",,,,,,,,,
EC,ec-fil1-5.1,5.1,Generar una concepción compleja y no dogmática de los problemas filosóficos mediante el análisis crítico de tesis filosóficas distintas y opuestas en torno a los mismos.,,,,,,,,,
EC,ec-fil1-5.2,5.2,"Comprender y exponer distintas tesis y teorías filosóficas como momentos de un proceso dinámico y siempre abierto de reflexión y diálogo, a través del análisis comparativo de los argumentos, principios, metodologías y enfoques de dichas tesis y teorías.",,,,,,,,,
EC,ec-fil1-6.1,6.1,"Tomar consciencia de la riqueza e influencia del pensamiento filosófico identificando y analizando las principales ideas y teorías filosóficas en textos o documentos pertenecientes a ámbitos culturales diversos, así como poniéndolas en relación con experiencias, acciones o acontecimientos comunes y de actualidad.",,,,,,,,,
EC,ec-fil1-6.2,6.2,"Adquirir y demostrar un conocimiento significativo de las ideas y teorías filosóficas de algunos de los más importantes pensadores y pensadoras de la historia, mediante su aplicación y el análisis crítico en el contexto de la práctica individual o colectiva de la indagación filosófica.",,,,,,,,,
EC,ec-fil1-7.1,7.1,"Afrontar cuestiones y problemas complejos de carácter fundamental y de actualidad de modo interdisciplinar, sistémico y creativo, utilizando conceptos, ideas y procedimientos provenientes de distintos campos del saber y orientándolos y articulándolos críticamente desde una perspectiva filosófica.",,,,,,,,,
EC,ec-fil1-8.1,8.1,"Desarrollar el propio juicio y la autonomía moral mediante el análisis filosófico de problemas éticos y políticos fundamentales y de actualidad, considerando las distintas posiciones en disputa y elaborando, argumentando, exponiendo y sometiendo al diálogo las propias tesis al respecto.",,,,,,,,,
EC,ec-fil1-9.1,9.1,"Generar un adecuado equilibrio entre el aspecto racional y el emotivo en la consideración de los problemas filosóficos, especialmente los referidos al ámbito de la estética, a través de la reflexión expresa en torno al arte y a otras actividades o experiencias con valor estético y el análisis del papel de las imágenes y el lenguaje audiovisual en la cultura contemporánea.",,,,,,,,,
SB,sb-fil1-a1,A.1,Características y concepciones del saber filosófico. Breve recensión histórica de la filosofía. Las divisiones tradicionales de la filosofía y las áreas actuales de investigación. Vigencia y utilidad de la filosofía: la importancia de filosofar en torno a los retos del siglo XXI.,,,,,,,,,
SB,sb-fil1-a2,A.2,La filosofía en relación con otros campos del saber y la actividad humana.,,,,,,,,,
SB,sb-fil1-a3,A.3,Métodos y herramientas básicos del filósofo: el uso y análisis crítico de fuentes; la comprensión e interpretación de documentos filosóficos; la identificación de problemas filosóficos en otros ámbitos de la cultura; el pensamiento y el diálogo argumentativos; la investigación y la disertación filosófica.,,,,,,,,,
SB,sb-fil1-a4,A.4,"La discriminación social, de género, etnia y edad en la tradición filosófica.",,,,,,,,,
SB,sb-fil1-a5,A.5,La filosofía y la existencia humana.,,,,,,,,,
SB,sb-fil1-a6,A.6,El debate sobre la génesis y definición de la naturaleza humana: especificidad natural y condicionantes histórico-culturales. Concepciones filosóficas del ser humano.,,,,,,,,,
SB,sb-fil1-a7,A.7,"La estructura psicosomática de la personalidad: sensibilidad, emotividad, deseos y volición, las facultades cognitivas. Conciencia y lenguaje.",,,,,,,,,
SB,sb-fil1-a8,A.8,El problema de la identidad personal. Tipos y modos de identidad. La especulación en torno al transhumanismo.,,,,,,,,,
SB,sb-fil1-b1,B.1,"El conocimiento: definición, posibilidad y límites. Teorías de la verdad. La desinformación y el fenómeno de la «posverdad».",,,,,,,,,
SB,sb-fil1-b2,B.2,"Las teorías del conocimiento: formas de racionalismo, empirismo y otras teorías.",,,,,,,,,
SB,sb-fil1-b3,B.3,El razonamiento y la argumentación. La argumentación informal. Nociones de lógica formal. La detección de falacias y sesgos cognitivos.,,,,,,,,,
SB,sb-fil1-b4,B.4,"El saber científico: definición, demarcación y metodologías científicas. La filosofía de la ciencia: problemas y límites del conocimiento científico.",,,,,,,,,
SB,sb-fil1-b5,B.5,Otros modos de saber: el problema del saber metafísico; las creencias religiosas; la razón poética; el saber común.,,,,,,,,,
SB,sb-fil1-b6,B.6,"La dimensión social y política del conocimiento. Conocimiento, poder e interés. La tecnociencia contemporánea. El papel de la mujer en la ciencia y en los otros saberes.",,,,,,,,,
SB,sb-fil1-b7,B.7,El problema de lo real. Apariencia y realidad. La cuestión de las realidades virtuales.,,,,,,,,,
SB,sb-fil1-b8,B.8,Unidad y pluralidad. Categorías y modos de ser. Entidades físicas y objetos ideales: el problema de los universales.,,,,,,,,,
SB,sb-fil1-b9,B.9,El problema mente-cuerpo. La filosofía de la mente y el debate en torno a la inteligencia artificial.,,,,,,,,,
SB,sb-fil1-b10,B.10,"El problema filosófico del tiempo y el cambio. El problema del determinismo. Necesidad, azar y libertad.",,,,,,,,,
SB,sb-fil1-b11,B.11,"El problema filosófico de la existencia de Dios. Teísmo, ateísmo y agnosticismo.",,,,,,,,,
SB,sb-fil1-c1,C.1,El problema ético: cómo hemos de actuar. Ser y deber ser. La deliberación moral. Las condiciones del juicio y el diálogo ético.,,,,,,,,,
SB,sb-fil1-c2,C.2,La posibilidad de una ética racional. Cognitivismo y emotivismo. El debate en torno al relativismo moral. El reto de una ética universal de mínimos.,,,,,,,,,
SB,sb-fil1-c3,C.3,"Las principales respuestas al problema ético: éticas consecuencialistas, éticas del deber y éticas de la virtud. La moral amoral de Nietzsche. Éticas del cuidado. Ética medioambiental. Éticas aplicadas.",,,,,,,,,
SB,sb-fil1-c4,C.4,"Los derechos humanos: su génesis, legitimidad y situación en el mundo. Las distintas generaciones de derechos humanos.",,,,,,,,,
SB,sb-fil1-c5,C.5,"Grandes cuestiones éticas de nuestro tiempo: la desigualdad y la pobreza; la igualdad efectiva de derechos entre hombres y mujeres; la guerra, el terrorismo y otras formas de violencia; los derechos de la infancia; la discriminación y el respeto a las minorías; los problemas ecosociales y medioambientales; los derechos de los animales.",,,,,,,,,
SB,sb-fil1-c6,C.6,El hombre como ser social. Definición de lo político. Legalidad y legitimidad. La cuestión filosófica de la justicia.,,,,,,,,,
SB,sb-fil1-c7,C.7,El fundamento de la organización social y del poder político. Teorías del origen sobrenatural vs. teorías contractualistas. La reflexión filosófica en torno a la democracia.,,,,,,,,,
SB,sb-fil1-c8,C.8,"El diálogo en torno a los principios políticos fundamentales: igualdad y libertad; individuo y Estado; trabajo, propiedad y distribución de la riqueza. El debate político contemporáneo: liberalismo, utilitarismo y comunitarismo.",,,,,,,,,
SB,sb-fil1-c9,C.9,"Ideales, utopías y distopías. Los movimientos sociales y políticos. El feminismo y la perspectiva de género en la filosofía.",,,,,,,,,
SB,sb-fil1-c10,C.10,"Definición, ámbitos y problemas de la estética: arte, belleza y gusto. La relación de lo estético con otros ámbitos de la cultura. Ética y estética. El papel político del arte.",,,,,,,,,
SB,sb-fil1-c11,C.11,Teorías clásicas y modernas acerca de la belleza y el arte. Teorías y problemas estéticos contemporáneos. La reflexión en torno a la imagen y la cultura audiovisual.,,,,,,,,,
