type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8
OD,od-ce3,CE3,"Desarrolla el proceso de creación de ideas y soluciones valiosas y toma decisiones, de manera razonada, utilizando estrategias ágiles de planificación y gestión, y reflexiona sobre el proceso realizado y el resultado obtenido, para llevar a término el proceso de creación de prototipos innovadores y de valor, considerando la experiencia como una oportunidad para aprender.",kc-ce,,,,,,,
OD,od-ccl4,CCL4,"Lee con autonomía obras diversas adecuadas a su edad, seleccionando las que mejor se ajustan a sus gustos e intereses; aprecia el patrimonio literario como cauce privilegiado de la experiencia individual y colectiva; y moviliza su propia experiencia biográfica y sus conocimientos literarios y culturales para construir y compartir su interpretación de las obras y para crear textos de intención literaria de progresiva complejidad.",kc-ccl,,,,,,,
OD,od-cd1,CD1,"Realiza búsquedas en Internet atendiendo a criterios de validez, calidad, actualidad y fiabilidad, seleccionando los resultados de manera crítica y archivándolos, para recuperarlos, referenciarlos y reutilizarlos, respetando la propiedad intelectual.",kc-cd,,,,,,,
OD,od-cpsaa3,CPSAA3,"Comprende proactivamente las perspectivas y las experiencias de las demás personas y las incorpora a su aprendizaje, para participar en el trabajo en grupo, distribuyendo y aceptando tareas y responsabilidades de manera equitativa y empleando estrategias cooperativas.",kc-cpsaa,,,,,,,
OD,od-ccec2,CCEC2,"Disfruta, reconoce y analiza con autonomía las especificidades e intencionalidades de las manifestaciones artísticas y culturales más destacadas del patrimonio, distinguiendo los medios y soportes, así como los lenguajes y elementos técnicos que las caracterizan.",kc-ccec,,,,,,,
OD,od-ccec4,CCEC4,"Conoce, selecciona y utiliza con creatividad diversos medios y soportes, así como técnicas plásticas, visuales, audiovisuales, sonoras o corporales, para la creación de productos artísticos y culturales, tanto de forma individual como colaborativa, identificando oportunidades de desarrollo personal, social y laboral, así como de emprendimiento.",kc-ccec,,,,,,,
OD,od-cc4,CC4,"Comprende las relaciones sistémicas de interdependencia, ecodependencia e interconexión entre actuaciones locales y globales, y adopta, de forma consciente y motivada, un estilo de vida sostenible y ecosocialmente responsable.",kc-cc,,,,,,,
SC,sc-cc2-1,CEs 1,"Valorar el papel de la civilización grecorromana en el origen de la identidad europea y occidental, comparando y reconociendo las semejanzas y diferencias entre culturas, para analizar críticamente el presente.",od-ccl2,od-ccl3,od-cp3,od-cc1,od-cc3,od-ccec1,od-stem2,
SC,sc-cc2-2,CEs 2,"Identificar el sustrato grecolatino en la lengua de enseñanza y otras lenguas del repertorio individual del alumnado, para valorar los rasgos comunes y la diversidad lingüística como muestra de riqueza cultural.",od-ccl1,od-ccl2,od-cp2,od-cp3,od-stem1,od-cpsaa4,od-ce3,
SC,sc-cc2-3,CEs 3,"Distinguir y valorar el legado cultural inmaterial griego y romano, apreciándolo y reconociéndolo como producto de la creación humana para identificar las fuentes de inspiración y los referentes de manifestaciones culturales y artísticas modernas.",od-ccl3,od-ccl4,od-cd1,od-cpsaa3,od-ce3,od-ccec1,od-ccec2,od-ccec4
SC,sc-cc2-4,CEs 4,"Conocer y valorar el patrimonio arqueológico y artístico griego y romano, apreciándolo y reconociéndolo como producto de la creación humana y como testimonio de la historia para identificarlo como fuente de inspiración y para distinguir los procesos de construcción, preservación, conservación y restauración y garantizar su sostenibilidad.",od-ccl3,od-cpsaa3,od-cc1,od-cc4,od-ccec1,od-ccec2,,
EC,ec-cc2-1.1,1.1,Analizar productos culturales del presente mediante la comparación de similitudes y diferencias con la Antigüedad grecorromana y describir su significado en el contexto de los desarrollos culturales en Europa y culturas occidentales.,,,,,,,,
EC,ec-cc2-1.2,1.2,"Valorar de manera crítica los modos de vida, costumbres y actitudes de la sociedad griega y romana en comparación con los de nuestras sociedades a partir del contenido de fuentes griegas y latinas traducidas en diferentes soportes.",,,,,,,,
EC,ec-cc2-1.3,1.3,"Identificar los periodos de la historia de Grecia y Roma, los acontecimientos y personajes y aspectos de la civilización griega y romana en su contexto histórico y relacionar los datos con referentes actuales, aplicando los conocimientos adquiridos.",,,,,,,,
EC,ec-cc2-2.1,2.1,"Valorar críticamente y respetar la diversidad lingüística y cultural a la que da origen el latín, así como el sustrato griego (helenismos), identificando y explicando semejanzas y diferencias entre los elementos lingüísticos de su entorno, relacionándolos con los de su propia cultura y desarrollando una cultura compartida y una ciudadanía comprometida con los valores democráticos.",,,,,,,,
EC,ec-cc2-2.2,2.2,"Ampliar su caudal léxico y mejorar su expresión oral y escrita, identificando e incorporando helenismos, latinismos y locuciones usuales de origen latino de manera coherente, apreciando que este legado lingüístico es común con otras lenguas conocidas o en proceso de aprendizaje.",,,,,,,,
EC,ec-cc2-2.3,2.3,"Reconocer los elementos latinos y los helenismos en diferentes contextos lingüísticos y producir definiciones etimológicas de términos cotidianos, científicos y técnicos.",,,,,,,,
EC,ec-cc2-3.1,3.1,"Identificar el patrimonio inmaterial grecolatino como sustrato de grandes creaciones intelectuales que perduran como los géneros literarios, con especial atención al teatro.",,,,,,,,
EC,ec-cc2-3.2,3.2,Reconocer que las ciencias y las tecnologías originadas en Grecia y desarrolladas en Roma son punto de partida para las ciencias y tecnologías actuales.,,,,,,,,
EC,ec-cc2-3.3,3.3,"Identificar la mitología clásica como fuente de inspiración y referente de cualquier tipo de manifestación cultural moderna, bien sea en el ámbito de las ciencias y tecnologías, bien en el de la literatura, el arte, la música, etcétera.",,,,,,,,
EC,ec-cc2-3.4,3.4,"Buscar y seleccionar información, con rigor y en fuentes fiables, impresas o digitales, sobre ejemplos de pervivencia clásica en formas culturales y artísticas contemporáneas y exponer las conclusiones de forma oral, escrita o multimodal.",,,,,,,,
EC,ec-cc2-3.5,3.5,"Producir textos individuales o colectivos con intención literaria y conciencia de estilo, en distintos soportes y con ayuda de otros lenguajes artísticos y audiovisuales, a partir de la lectura de obras o fragmentos significativos que tengan en la civilización grecolatina su fuente de inspiración.",,,,,,,,
EC,ec-cc2-4.1,4.1,"Reconocer las huellas de la romanización y de colonización griega en el patrimonio cultural y arqueológico del entorno, identificando los procesos de preservación, conservación y restauración como un aspecto fundamental de una ciudadanía comprometida con la sostenibilidad ambiental y el cuidado de su legado.",,,,,,,,
EC,ec-cc2-4.2,4.2,"Exponer de forma oral, escrita o multimodal las conclusiones obtenidas a partir de la investigación individual o colaborativa sobre los restos arqueológicos de la civilización griega y romana a través de soportes analógicos y digitales, seleccionando información, contrastándola y organizándola.",,,,,,,,
EC,ec-cc2-4.3,4.3,Desarrollar pequeños trabajos de investigación guiados sobre ejemplos concretos de la influencia que el patrimonio material arqueológico y artístico griego y romano ha ejercido en la Historia del Arte.,,,,,,,,
SB,sb-cc2-11,1.1,Geografía del mundo griego.,,,,,,,,
SB,sb-cc2-12,1.2,Geografía del mundo romano.,,,,,,,,
SB,sb-cc2-13,1.3,Panorama histórico de Grecia.,,,,,,,,
SB,sb-cc2-14,1.4,Panorama histórico de Roma.,,,,,,,,
SB,sb-cc2-21,2.1,Dioses y diosas de la mitología grecolatina.,,,,,,,,
SB,sb-cc2-22,2.2,Héroes y heroínas de la mitología grecolatina.,,,,,,,,
SB,sb-cc2-23,2.3,Mitos griegos y romanos.,,,,,,,,
SB,sb-cc2-31,3.1,Arte en Grecia y Roma. Cánones de belleza clásicos y posteriores.,,,,,,,,
SB,sb-cc2-32,3.2,Arte romano y de inspiración clásica en Asturias.,,,,,,,,
SB,sb-cc2-33,3.3,Literatura y música griega y romana.,,,,,,,,
SB,sb-cc2-41,4.1,Sociedad y política en Grecia: formas de gobierno. Democracia ateniense y sistema espartano.,,,,,,,,
SB,sb-cc2-42,4.2,Sociedad y política en Roma: formas de gobierno. El derecho romano.,,,,,,,,
SB,sb-cc2-43,4.3,La familia y el mundo del trabajo y la escuela en Grecia y en Roma.,,,,,,,,
SB,sb-cc2-44,4.4,El papel de la mujer en las sociedades clásicas y modernas.,,,,,,,,
SB,sb-cc2-45,4.5,El ocio y los espectáculos en Grecia y en Roma.,,,,,,,,
SB,sb-cc2-46,4.6,Fiestas y calendario.,,,,,,,,
SB,sb-cc2-47,4.7,El pensamiento racional.,,,,,,,,
SB,sb-cc2-48,4.8,Ciencias y tecnología.,,,,,,,,
SB,sb-cc2-51,5.1,El origen de la escritura; sistemas de escritura.,,,,,,,,
SB,sb-cc2-52,5.2,El alfabeto griego y el abecedario latino.,,,,,,,,
SB,sb-cc2-53,5.3,Latín y griego: lenguas de la familia indoeuropea.,,,,,,,,
SB,sb-cc2-54,5.4,El latín y las lenguas romances. Las lenguas peninsulares. El origen de la lengua asturiana.,,,,,,,,
SB,sb-cc2-55,5.5,Helenismos y latinismos: formación de palabras (derivación y composición).,,,,,,,,
SB,sb-cc2-56,5.6,Nociones básicas de evolución fonética.,,,,,,,,
SB,sb-cc2-57,5.7,El arte de hablar bien en público: la oratoria grecolatina.,,,,,,,,
