type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10
OD,od-cpsaa4,CPSAA4,"Compara, analiza, evalúa y sintetiza datos, información e ideas de los medios de comunicación, para obtener conclusiones lógicas de forma autónoma, valorando la fiabilidad de las fuentes.",kc-cpsaa,,,,,,,,,
OD,od-ce1,CE1,"Evalúa necesidades y oportunidades y afronta retos, con sentido crítico y ético, evaluando su sostenibilidad y comprobando, a partir de conocimientos técnicos específicos, el impacto que puedan suponer en el entorno, para presentar y ejecutar ideas y soluciones innovadoras dirigidas a distintos contextos, tanto locales como globales, en el ámbito personal, social y académico con proyección profesional emprendedora.",kc-ce,,,,,,,,,
OD,od-ccec3.2,CCEC3.2,"Descubre la autoexpresión, a través de la interactuación corporal y la experimentación con diferentes herramientas y lenguajes artísticos, enfrentándose a situaciones creativas con una actitud empática y colaborativa, y con autoestima, iniciativa e imaginación.",kc-ccec,,,,,,,,,
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,,,,
OD,od-cc3,CC3,"Adopta un juicio propio y argumentado ante problemas éticos y filosóficos fundamentales y de actualidad, afrontando con actitud dialogante la pluralidad de valores, creencias e ideas, rechazando todo tipo de discriminación y violencia, y promoviendo activamente la igualdad y corresponsabilidad efectiva entre mujeres y hombres.",kc-cc,,,,,,,,,
OD,od-cp3,CP3,"Conoce y valora críticamente la diversidad lingüística y cultural presente en la sociedad, integrándola en su desarrollo personal y anteponiendo la comprensión mutua como característica central de la comunicación, para fomentar la cohesión social.",kc-cp,,,,,,,,,
OD,od-cpsaa1.1,CPSAA1.1,"Fortalece el optimismo, la resiliencia, la autoeficacia y la búsqueda de objetivos de forma autónoma para hacer eficaz su aprendizaje.",kc-cpsaa,,,,,,,,,
OD,od-ccec1,CCEC1,"Reflexiona, promueve y valora críticamente el patrimonio cultural y artístico de cualquier época, contrastando sus singularidades y partiendo de su propia identidad, para defender la libertad de expresión, la igualdad y el enriquecimiento inherente a la diversidad.",kc-ccec,,,,,,,,,
SC,sc-sle1-1,CEs 1,"Comprender e interpretar las ideas principales y las líneas argumentales básicas de textos expresados en la lengua estándar, buscando fuentes fiables y haciendo uso de estrategias de inferencia y comprobación de significados, para responder a las necesidades comunicativas planteadas.",od-ccl2,od-ccl3,od-cp1,od-cp2,,,,,,
SC,sc-sle1-2,CEs 2,"Producir textos originales, de creciente extensión, claros, bien organizados y detallados, usando estrategias tales como la planificación, la síntesis, la compensación o la autorreparación, para expresar ideas y argumentos de forma creativa, adecuada y coherente, de acuerdo con propósitos comunicativos concretos.",od-ccl1,od-ccl5,od-cp1,od-cp2,od-stem1,od-cd1,od-cd3,od-cpsaa4,od-ce1,od-ccec3.2
SC,sc-sle1-3,CEs 3,"Interactuar activamente con otras personas, con suficiente fluidez y precisión y con espontaneidad, usando estrategias de cooperación y empleando recursos analógicos y digitales, para responder a propósitos comunicativos en intercambios respetuosos con las normas de cortesía.",od-ccl5,od-cp1,od-cp2,od-stem1,od-cpsaa3.1,od-cc3,,,,
SC,sc-sle1-4,CEs 4,"Mediar entre distintas lenguas o variedades, o entre las modalidades o registros de una misma lengua, usando estrategias y conocimientos eficaces orientados a explicar conceptos y opiniones o simplificar mensajes, para transmitir información de manera eficaz, clara y responsable, y crear una atmósfera positiva que facilite la comunicación.",od-ccl5,od-cp1,od-cp2,od-cp3,od-stem1,od-cpsaa3.1,,,,
SC,sc-sle1-5,CEs 5,"Ampliar y usar los repertorios lingüísticos personales entre distintas lenguas y variedades, reflexionando de forma crítica sobre su funcionamiento, y haciendo explícitos y compartiendo las estrategias y los conocimientos propios, para mejorar la respuesta a sus necesidades comunicativas.",od-cp2,od-stem1,od-cd3,od-cpsaa1.1,,,,,,
SC,sc-sle1-6,CEs 6,"Valorar críticamente y adecuarse a la diversidad lingüística, cultural y artística a partir de la lengua extranjera, reflexionando y compartiendo las semejanzas y las diferencias entre lenguas y culturas, para actuar de forma empática, respetuosa y eficaz, y fomentar la comprensión mutua en situaciones interculturales.",od-ccl5,od-cp3,od-cpsaa3.1,od-cc3,od-ccec1,,,,,
EC,ec-sle1-1.1,1.1,"Extraer y analizar el sentido global y las ideas principales, y seleccionar información pertinente de textos orales, escritos y multimodales sobre temas cotidianos, de relevancia personal o de interés público próximos a la experiencia del alumnado, expresados de forma clara y en la lengua estándar a través de diversos soportes.",,,,,,,,,,
EC,ec-sle1-1.2,1.2,"Interpretar y valorar el contenido y los rasgos discursivos de textos progresivamente más complejos propios de los ámbitos de las relaciones interpersonales, de los medios de comunicación social y del aprendizaje, así como de textos de textos literarios adecuados al nivel de madurez del alumnado.",,,,,,,,,,
EC,ec-sle1-1.3,1.3,"Seleccionar, organizar y aplicar las estrategias y conocimientos más adecuados en cada situación comunicativa para comprender el sentido general, la información esencial y los detalles más relevantes de los textos; reconocer estereotipos, inferir significados e interpretar elementos no verbales; y buscar, seleccionar y gestionar información veraz.",,,,,,,,,,
EC,ec-sle1-2.1,2.1,"Expresar oralmente textos sencillos, estructurados, comprensibles, coherentes y adecuados a la situación comunicativa sobre asuntos cotidianos, de relevancia personal o de interés público próximos a la experiencia del alumnado con el fin de describir, narrar, argumentar e informar, en diferentes soportes, utilizando recursos verbales y no verbales, así como estrategias de planificación, control, compensación y cooperación.",,,,,,,,,,
EC,ec-sle1-2.2,2.2,"Redactar y difundir textos de cierta extensión sobre asuntos cotidianos, de relevancia personal o de interés público próximos a la experiencia del alumnado, con aceptable claridad, coherencia, cohesión, corrección y adecuación a la situación comunicativa propuesta y a la tipología textual, mediante el uso de herramientas analógicas y digitales, respetando la propiedad intelectual y evitando el plagio.",,,,,,,,,,
EC,ec-sle1-2.3,2.3,"Seleccionar, organizar y aplicar conocimientos y estrategias para planificar, producir, revisar y cooperar en la elaboración de textos coherentes, cohesionados y adecuados a las intenciones comunicativas, las características contextuales, los aspectos socioculturales y la tipología textual, usando los recursos físicos o digitales más adecuados en función de la tarea y de las necesidades de las personas a las que se dirige el texto.",,,,,,,,,,
EC,ec-sle1-3.1,3.1,"Planificar, participar y colaborar activamente, a través de diversos soportes, en situaciones interactivas sobre temas cotidianos, de relevancia personal o de interés público cercanos a la experiencia del alumnado, mostrando iniciativa, empatía y respeto por la cortesía lingüística y la etiqueta digital, así como por las diferentes necesidades, ideas, inquietudes, iniciativas y motivaciones de las personas participantes en la interacción.",,,,,,,,,,
EC,ec-sle1-3.2,3.2,"Seleccionar, organizar y utilizar estrategias adecuadas para iniciar, mantener y terminar la comunicación, tomar y ceder la palabra, solicitar y formular aclaraciones y explicaciones, reformular, comparar y contrastar, resumir, colaborar, debatir, resolver problemas y gestionar situaciones comprometidas.",,,,,,,,,,
EC,ec-sle1-4.1,4.1,"Inferir y explicar textos, conceptos y comunicaciones breves y sencillas en situaciones en las que se precise atender a la diversidad, mostrando respeto y empatía por las personas participantes en la interacción y por las lenguas empleadas, y colaborando en la solución de problemas de intercomprensión y de entendimiento en el entorno.",,,,,,,,,,
EC,ec-sle1-4.2,4.2,"Aplicar estrategias que ayuden a crear puentes, faciliten la comunicación y sirvan para explicar y reformular textos, conceptos y mensajes, y que sean adecuadas a las intenciones comunicativas, las características contextuales y la tipología textual, usando recursos y apoyos físicos o digitales en función de las necesidades de cada momento.",,,,,,,,,,
EC,ec-sle1-5.1,5.1,Comparar y argumentar las semejanzas y diferencias entre distintas lenguas reflexionando de manera progresivamente autónoma sobre su funcionamiento.,,,,,,,,,,
EC,ec-sle1-5.2,5.2,"Utilizar de forma creativa los conocimientos y las estrategias de mejora de la capacidad de comunicar y de aprender la lengua extranjera, con apoyo de otras personas y de soportes analógicos y digitales.",,,,,,,,,,
EC,ec-sle1-5.3,5.3,"Registrar y analizar los progresos y dificultades en el proceso de aprendizaje de la lengua extranjera de forma progresivamente autónoma, seleccionando las estrategias más eficaces para superar esas dificultades y consolidar el propio aprendizaje, realizando actividades de planificación, autoevaluación y coevaluación, como las propuestas en el Portfolio Europeo de las Lenguas (PEL) o en un diario de aprendizaje, haciendo esos progresos y dificultades explícitos y compartiéndolos.",,,,,,,,,,
EC,ec-sle1-5.1,5.1,Comparar y contrastar las semejanzas y diferencias entre distintas lenguas reflexionando sobre su funcionamiento y estableciendo relaciones entre ellas.,,,,,,,,,,
EC,ec-sle1-5.2,5.2,Utilizar con iniciativa y de forma creativa los conocimientos y las estrategias de mejora de la capacidad de comunicar y de aprender la lengua extranjera con apoyo de otras personas y de soportes analógicos y digitales.,,,,,,,,,,
EC,ec-sle1-5.3,5.3,"Registrar los progresos y reflexionar sobre los logros y dificultades en el proceso de aprendizaje de la lengua extranjera, seleccionando las estrategias más adecuadas y eficaces para superar esas dificultades y consolidar el propio aprendizaje, realizando actividades de planificación, autoevaluación y coevaluación, como las propuestas en el Portfolio Europeo de las Lenguas (PEL) o en un diario de aprendizaje, haciendo esos progresos y dificultades explícitos y compartiéndolos.",,,,,,,,,,
EC,ec-sle1-6.1,6.1,"Actuar de forma adecuada, empática y respetuosa en situaciones interculturales, construyendo vínculos entre las diferentes lenguas y culturas, rechazando cualquier tipo de discriminación, prejuicio y estereotipo en contextos comunicativos cotidianos, y proponiendo vías de solución a aquellos factores socioculturales que dificulten la comunicación.",,,,,,,,,,
EC,ec-sle1-6.2,6.2,"Valorar críticamente y adecuarse a la diversidad lingüística, cultural y artística propia de países donde se habla la lengua extranjera, teniendo en cuenta los derechos humanos y favoreciendo el desarrollo de una cultura compartida y una ciudadanía comprometida con la sostenibilidad y los valores democráticos.",,,,,,,,,,
EC,ec-sle1-6.3,6.3,"Aplicar estrategias para defender y apreciar la diversidad lingüística, cultural y artística, atendiendo a valores ecosociales y democráticos y respetando los principios de justicia, equidad e igualdad.",,,,,,,,,,
SB,sb-sle1-a1,A.1,Autoconfianza e iniciativa. El error como parte integrante del proceso de aprendizaje.,,,,,,,,,,
SB,sb-sle1-a2,A.2,"Estrategias de uso común para la planificación, ejecución, control y reparación de la comprensión, la producción y la coproducción de textos orales, escritos y multimodales.",,,,,,,,,,
SB,sb-sle1-a3,A.3,"Conocimientos, destrezas y actitudes que permiten llevar a cabo actividades de mediación en situaciones cotidianas.",,,,,,,,,,
SB,sb-sle1-a4,A.4,"Funciones comunicativas de uso común adecuadas al ámbito y al contexto comunicativo: saludar y despedirse, presentar y presentarse; describir personas, objetos, lugares, fenómenos y acontecimientos; situar eventos en el tiempo; situar objetos, personas y lugares en el espacio; pedir e intercambiar información sobre cuestiones cotidianas; dar y pedir instrucciones, consejos y órdenes; ofrecer, aceptar y rechazar ayuda, proposiciones o sugerencias; expresar el gusto o el interés y las emociones; narrar acontecimientos pasados, describir situaciones presentes y enunciar sucesos futuros; expresar la opinión y la posibilidad; la capacidad, la obligación y la prohibición; expresar argumentaciones sencillas; realizar hipótesis y suposiciones; expresar la incertidumbre y la duda; reformular y resumir.",,,,,,,,,,
SB,sb-sle1-a5,A.5,"Modelos contextuales y géneros discursivos de uso común en la comprensión, producción y coproducción de textos orales, escritos y multimodales, breves y sencillos, literarios y no literarios: características y reconocimiento del contexto (participantes y situación); expectativas generadas por el contexto; organización y estructuración según el género y la función textual.",,,,,,,,,,
SB,sb-sle1-a6,A.6,"Unidades lingüísticas de uso común y significados asociados a dichas unidades tales como expresión de la entidad y sus propiedades, cantidad y cualidad, el espacio y las relaciones espaciales, el tiempo y las relaciones temporales, la afirmación, la negación, la interrogación y la exclamación, relaciones lógicas habituales.",,,,,,,,,,
SB,sb-sle1-a7,A.7,"Léxico de uso común y de interés para el alumnado relativo a identificación personal, relaciones interpersonales, lugares y entornos, ocio y tiempo libre, vida cotidiana, salud y actividad física, trabajo, vivienda y hogar, clima y entorno natural, tecnologías de la información y la comunicación, sistema escolar y formación y orientación profesional.",,,,,,,,,,
SB,sb-sle1-a8,A.8,"Patrones sonoros, acentuales, rítmicos y de entonación de uso común, y significados e intenciones comunicativas generales asociadas a dichos patrones.",,,,,,,,,,
SB,sb-sle1-a9,A.9,"Convenciones ortográficas de uso común y significados e intenciones comunicativas asociados a los formatos, patrones y elementos gráficos.",,,,,,,,,,
SB,sb-sle1-a10,A.10,"Convenciones y estrategias conversacionales de uso común, en formato síncrono o asíncrono, para iniciar, mantener y terminar la comunicación, tomar y ceder la palabra, pedir y dar aclaraciones y explicaciones, reformular, comparar y contrastar, resumir, colaborar, debatir, etc.",,,,,,,,,,
SB,sb-sle1-a11,A.11,"Recursos para el aprendizaje y estrategias de uso común de búsqueda y selección de información: diccionarios, libros de consulta, bibliotecas, recursos digitales e informáticos, etc.",,,,,,,,,,
SB,sb-sle1-a12,A.12,Respeto de la propiedad intelectual y derechos de autor sobre las fuentes consultadas y contenidos utilizados.,,,,,,,,,,
SB,sb-sle1-a13,A.13,"Herramientas analógicas y digitales de uso común para la comprensión, producción y coproducción oral, escrita y multimodal; y plataformas virtuales de interacción y colaboración educativa (aulas virtuales, videoconferencias, herramientas digitales colaborativas, etc.) para el aprendizaje, la comunicación y el desarrollo de proyectos con hablantes o estudiantes de la lengua extranjera.",,,,,,,,,,
SB,sb-sle1-b1,B.1,"Estrategias y técnicas para responder eficazmente y con niveles crecientes de fluidez, adecuación y corrección a una necesidad comunicativa concreta a pesar de las limitaciones derivadas del nivel de competencia en la lengua extranjera y en las demás lenguas del repertorio lingüístico propio.",,,,,,,,,,
SB,sb-sle1-b2,B.2,"Estrategias de uso común para identificar, organizar, retener, recuperar y utilizar creativamente unidades lingüísticas (léxico, morfosintaxis, patrones sonoros, etc.) a partir de la comparación de las lenguas y variedades que conforman el repertorio lingüístico personal.",,,,,,,,,,
SB,sb-sle1-b3,B.3,"Estrategias y herramientas de uso común, analógicas y digitales, individuales y cooperativas, para la autoevaluación, la coevaluación y la autorreparación.",,,,,,,,,,
SB,sb-sle1-b4,B.4,"Expresiones y léxico específico de uso común para intercambiar ideas sobre la comunicación, la lengua, el aprendizaje y las herramientas de comunicación y aprendizaje (metalenguaje).",,,,,,,,,,
SB,sb-sle1-b5,B.5,Comparación entre lenguas a partir de elementos de la lengua extranjera y otras lenguas: origen y parentescos.,,,,,,,,,,
SB,sb-sle1-c1,C.1,"La lengua extranjera como medio de comunicación interpersonal e internacional, como fuente de información y como herramienta de participación social y enriquecimiento personal.",,,,,,,,,,
SB,sb-sle1-c2,C.2,Interés e iniciativa en la realización de intercambios comunicativos a través de diferentes medios con hablantes o estudiantes de la lengua extranjera.,,,,,,,,,,
SB,sb-sle1-c3,C.3,Patrones culturales de uso común propios de la lengua extranjera.,,,,,,,,,,
SB,sb-sle1-c4,C.4,"Aspectos socioculturales y sociolingüísticos de uso común relativos a la vida cotidiana, las condiciones de vida y las relaciones interpersonales; convenciones sociales de uso común; lenguaje no verbal, cortesía lingüística y etiqueta digital; cultura, normas, actitudes, costumbres y valores propios de los países donde se habla la lengua extranjera.",,,,,,,,,,
SB,sb-sle1-c5,C.5,"Estrategias de uso común para entender y apreciar la diversidad lingüística, cultural y artística, atendiendo a valores ecosociales y democráticos.",,,,,,,,,,
SB,sb-sle1-c6,C.6,Estrategias de uso común de detección y actuación ante usos discriminatorios del lenguaje verbal y no verbal.,,,,,,,,,,
BB,bb-bsle1-a,A,Comunicación,,,,,,,,,,
BB,bb-bsle1-b,B,Plurilingüismo,,,,,,,,,,
BB,bb-bsle1-c,C,Interculturalidad,,,,,,,,,,
